,text_raw,text_clean,text_raw_len,vader,textblob,distilbert
1280,So they couldn't get them out again.,so they could not get them out again.,36,0.0,0.0,-0.9958353638648987
1281,That's all.',that is all.,12,0.0,0.0,0.9957005977630615
1282,"`Thank you,' said Alice, `it's very interesting.","thank you,' said alice, 'it is very interesting.",48,0.6697,0.65,0.9998797178268433
1283,"I never knew
so much about a whiting before.'",i never knew so much about a whiting before.,45,0.0,0.2,0.9925476312637329
1284,"`I can tell you more than that, if you like,' said the
Gryphon.","'i can tell you more than that, if you like,' said the gryphon.",63,0.3612,0.5,0.9990546107292175
1285,`Do you know why it's called a whiting?','do you know why it is called a whiting?',40,0.0,0.0,-0.9930675625801086
1286,"`I never thought about it,' said Alice.","'i never thought about it,' said alice.",39,0.0,0.0,0.9968295097351074
1287,`Why?','why?',6,0.0,0.0,-0.9955021739006042
1288,`IT DOES THE BOOTS AND SHOES.','it does the boots and shoes.',30,0.0,0.0,0.9970197677612305
1289,"the Gryphon replied very
solemnly.",the gryphon replied very solemnly.,34,0.2716,0.2,0.9976508617401123
1290,Alice was thoroughly puzzled.,alice was thoroughly puzzled.,29,-0.2484,0.0,-0.9971282482147217
1291,`Does the boots and shoes!','does the boots and shoes!',27,0.0,0.0,0.9991306066513062
1292,"she
repeated in a wondering tone.",she repeated in a wondering tone.,33,0.0,0.0,-0.7311901450157166
1293,"`Why, what are YOUR shoes done with?'","'why, what are your shoes done with?'",37,0.0,0.0,-0.9993305802345276
1294,said the Gryphon.,said the gryphon.,17,0.0,0.0,0.9900305271148682
1295,"`I
mean, what makes them so shiny?'","'i mean, what makes them so shiny?'",35,0.0,-0.3125,-0.9669458270072937
1296,"Alice looked down at them, and considered a little before she
gave her answer.","alice looked down at them, and considered a little before she gave her answer.",78,0.0,-0.17152777777777778,-0.9931111335754395
1297,"`They're done with blacking, I believe.'","'they are done with blacking, i believe.'",40,0.0,0.0,-0.9978247880935669
1298,"`Boots and shoes under the sea,' the Gryphon went on in a deep
voice, `are done with a whiting.","boots and shoes under the sea,' the gryphon went on in a deep voice, 'are done with a whiting.",95,0.0,0.0,0.7975627779960632
1299,Now you know.',now you know.,14,0.0,0.0,0.998445987701416
1300,`And what are they made of?','and what are they made of?',28,0.0,0.0,-0.9881914854049683
1301,"Alice asked in a tone of great
curiosity.",alice asked in a tone of great curiosity.,41,0.6249,0.8,0.9990923404693604
1302,"`Soles and eels, of course,' the Gryphon replied rather
impatiently:  `any shrimp could have told you that.'","'soles and eels, of course,' the gryphon replied rather impatiently: 'any shrimp could have told you that.'",108,-0.4019,-0.2,-0.997168242931366
1303,"`If I'd been the whiting,' said Alice, whose thoughts were
still running on the song, `I'd have said to the porpoise, ""Keep
back, please:  we don't want YOU with us!""'","'if i would been the whiting,' said alice, whose thoughts were still running on the song, 'i would have said to the porpoise, ""keep back, please: we do not want you with us!""'",167,0.3335,0.0,-0.9980250000953674
1304,"`They were obliged to have him with them,' the Mock Turtle
said:  `no wise fish would go anywhere without a porpoise.'","'they were obliged to have him with them,' the mock turtle said: 'no wise fish would go anywhere without a porpoise.'",118,0.0772,-0.35,-0.9816474914550781
1305,`Wouldn't it really?','would not it really?',21,0.0,0.2,-0.9994728565216064
1306,said Alice in a tone of great surprise.,said alice in a tone of great surprise.,39,0.7351,0.8,0.9998657703399658
1307,"`Of course not,' said the Mock Turtle:  `why, if a fish came
to ME, and told me he was going a journey, I should say ""With
what porpoise?""'","'of course not,' said the mock turtle: 'why, if a fish came to me, and told me he was going a journey, i should say ""with what porpoise?""'",139,0.3252,0.0,-0.9916295409202576
1308,"`Don't you mean ""purpose""?'","'do not you mean ""purpose""?'",27,0.0,-0.3125,-0.989343523979187
1309,said Alice.,said alice.,11,0.0,0.0,0.9945982098579407
1310,"`I mean what I say,' the Mock Turtle replied in an offended
tone.","'i mean what i say,' the mock turtle replied in an offended tone.",65,-0.5859,-0.3125,-0.9980207681655884
1311,"And the Gryphon added `Come, let's hear some of YOUR
adventures.'","and the gryphon added 'come, let us hear some of your adventures.'",65,0.34,0.0,0.9993184208869934
1312,"`I could tell you my adventures--beginning from this morning,'
said Alice a little timidly:  `but it's no use going back to
yesterday, because I was a different person then.'","'i could tell you my adventures--beginning from this morning,' said alice a little timidly: 'but it is no use going back to yesterday, because i was a different person then.'",174,-0.4595,-0.0625,-0.8623774647712708
1313,"`Explain all that,' said the Mock Turtle.","'explain all that,' said the mock turtle.",41,-0.4215,0.0,-0.9901126623153687
1314,"`No, no!","no, no!",8,0.0,0.0,-0.9955345392227173
1315,"The adventures first,' said the Gryphon in an
impatient tone:  `explanations take such a dreadful time.'","the adventures first,' said the gryphon in an impatient tone: 'explanations take such a dreadful time.",104,-0.4019,-0.2375,-0.9969879388809204
1316,"So Alice began telling them her adventures from the time when
she first saw the White Rabbit.",so alice began telling them her adventures from the time when she first saw the white rabbit.,93,0.34,0.125,0.9904218316078186
1317,"She was a little nervous about
it just at first, the two creatures got so close to her, one on
each side, and opened their eyes and mouths so VERY wide, but she
gained courage as she went on.","she was a little nervous about it just at first, the two creatures got so close to her, one on each side, and opened their eyes and mouths so very wide, but she gained courage as she went on.",191,0.8072,-0.022500000000000003,0.9995024800300598
1318,"Her listeners were perfectly
quiet till she got to the part about her repeating `YOU ARE OLD,
FATHER WILLIAM,' to the Caterpillar, and the words all coming
different, and then the Mock Turtle drew a long breath, and said
`That's very curious.'","her listeners were perfectly quiet till she got to the part about her repeating 'you are old, father william,' to the caterpillar, and the words all coming different, and then the mock turtle drew a long breath, and said 'that is very curious.'",243,0.6115,-0.016,0.9967326521873474
1319,"`It's all about as curious as it can be,' said the Gryphon.","'it is all about as curious as it can be,' said the gryphon.",59,0.3182,-0.1,-0.9983683824539185
1320,`It all came different!','it all came different!',24,0.0,0.0,0.9986605644226074
1321,"the Mock Turtle repeated
thoughtfully.",the mock turtle repeated thoughtfully.,38,-0.0258,0.4,0.8469223380088806
1322,"`I should like to hear her try and repeat
something now.",i should like to hear her try and repeat something now.,56,0.3612,0.0,0.6587695479393005
1323,Tell her to begin.',tell her to begin.,19,0.0,0.0,0.9982631802558899
1324,"He looked at the Gryphon as
if he thought it had some kind of authority over Alice.",he looked at the gryphon as if he thought it had some kind of authority over alice.,83,0.0018,0.6,-0.9828616976737976
1325,"`Stand up and repeat ""'TIS THE VOICE OF THE SLUGGARD,""' said
the Gryphon.","'stand up and repeat ""it is the voice of the sluggard,""' said the gryphon.",73,0.0,0.0,0.9806419014930725
1326,"`How the creatures order one about, and make one repeat
lessons!'","'how the creatures order one about, and make one repeat lessons!'",65,0.0,0.0,-0.9947240948677063
1327,thought Alice; `I might as well be at school at once.',thought alice; 'i might as well be at school at once.',54,0.2732,0.0,-0.9956457018852234
1328,"However, she got up, and began to repeat it, but her head was so
full of the Lobster Quadrille, that she hardly knew what she was
saying, and the words came very queer indeed:--

    `'Tis the voice of the Lobster; I heard him declare,
    ""You have baked me too brown, I must sugar my hair.""","however, she got up, and began to repeat it, but her head was so full of the lobster quadrille, that she hardly knew what she was saying, and the words came very queer indeed:-- 'it is the voice of the lobster; i heard him declare, ""you have baked me too brown, i must sugar my hair.""",292,0.0,0.0861111111111111,-0.9949657320976257
1329,"As a duck with its eyelids, so he with his nose
    Trims his belt and his buttons, and turns out his toes.'","as a duck with its eyelids, so he with his nose trims his belt and his buttons, and turns out his toes.",108,0.0,0.0,-0.7527860403060913
1330,"[later editions continued as follows
    When the sands are all dry, he is gay as a lark,
    And will talk in contemptuous tones of the Shark,
    But, when the tide rises and sharks are around,
    His voice has a timid and tremulous sound.]","[later editions continued as follows when the sands are all dry, he is gay as a lark, and will talk in contemptuous tones of the shark, but, when the tide rises and sharks are around, his voice has a timid and tremulous sound.]",243,-0.7269,0.1875,-0.981808066368103
1331,"`That's different from what I used to say when I was a child,'
said the Gryphon.","'that is different from what i used to say when i was a child,' said the gryphon.",80,0.0,0.0,0.9954017400741577
1332,"`Well, I never heard it before,' said the Mock Turtle; `but it
sounds uncommon nonsense.'","'well, i never heard it before,' said the mock turtle; 'but it sounds uncommon nonsense.'",89,-0.5994,0.8,-0.9994676113128662
1333,"Alice said nothing; she had sat down with her face in her
hands, wondering if anything would EVER happen in a natural way
again.","alice said nothing; she had sat down with her face in her hands, wondering if anything would ever happen in a natural way again.",128,0.3612,-0.02777777777777779,-0.9878379702568054
1334,"`I should like to have it explained,' said the Mock Turtle.","'i should like to have it explained,' said the mock turtle.",59,-0.0772,0.0,-0.606182873249054
1335,"`She can't explain it,' said the Gryphon hastily.","'she cannot explain it,' said the gryphon hastily.",49,0.0,0.0,-0.9978588223457336
1336,"`Go on with
the next verse.'",'go on with the next verse.',28,0.0,0.0,0.9409772753715515
1337,`But about his toes?','but about his toes?',21,0.0,0.0,-0.9362468719482422
1338,the Mock Turtle persisted.,the mock turtle persisted.,26,-0.4215,0.0,-0.9518177509307861
1339,"`How COULD
he turn them out with his nose, you know?'","'how could he turn them out with his nose, you know?'",53,0.0,0.0,-0.9981216192245483
1340,`It's the first position in dancing.','it is the first position in dancing.',37,0.0,0.25,0.9992216229438782
1341,"Alice said; but was
dreadfully puzzled by the whole thing, and longed to change the
subject.","alice said; but was dreadfully puzzled by the whole thing, and longed to change the subject.",92,-0.7964,-0.32222222222222224,-0.7315459251403809
1342,"`Go on with the next verse,' the Gryphon repeated impatiently:
`it begins ""I passed by his garden.""'","'go on with the next verse,' the gryphon repeated impatiently: 'it begins ""i passed by his garden.""'",100,-0.4019,-0.1,-0.9985092282295227
1343,"Alice did not dare to disobey, though she felt sure it would
all come wrong, and she went on in a trembling voice:--

    `I passed by his garden, and marked, with one eye,
    How the Owl and the Panther were sharing a pie--'

        [later editions continued as follows
    The Panther took pie-crust, and gravy, and meat,
    While the Owl had the dish as its share of the treat.","alice did not dare to disobey, though she felt sure it would all come wrong, and she went on in a trembling voice:-- 'i passed by his garden, and marked, with one eye, how the owl and the panther were sharing a pie--' [later editions continued as follows the panther took pie-crust, and gravy, and meat, while the owl had the dish as its share of the treat.",383,0.5267,0.025,0.9889439344406128
1344,"When the pie was all finished, the Owl, as a boon,
    Was kindly permitted to pocket the spoon:
    While the Panther received knife and fork with a growl,
    And concluded the banquet--]

  `What IS the use of repeating all that stuff,' the Mock Turtle
interrupted, `if you don't explain it as you go on?","when the pie was all finished, the owl, as a boon, was kindly permitted to pocket the spoon: while the panther received knife and fork with a growl, and concluded the banquet--] 'what is the use of repeating all that stuff,' the mock turtle interrupted, 'if you do not explain it as you go on?",307,-0.2023,0.6,-0.9606484174728394
1345,"It's by far
the most confusing thing I ever heard!'",it is by far the most confusing thing i ever heard!,51,-0.358,0.075,-0.9531755447387695
1346,"`Yes, I think you'd better leave off,' said the Gryphon:  and
Alice was only too glad to do so.","'yes, i think you would better leave off,' said the gryphon: and alice was only too glad to do so.",95,0.8126,0.3333333333333333,-0.9894481897354126
1347,`Shall we try another figure of the Lobster Quadrille?','shall we try another figure of the lobster quadrille?',55,0.0,0.0,-0.9981696605682373
1348,"the
Gryphon went on.",the gryphon went on.,20,0.0,0.0,0.9937691688537598
1349,"`Or would you like the Mock Turtle to sing you
a song?'",'or would you like the mock turtle to sing you a song?',55,-0.0772,0.0,-0.9470669031143188
1350,"`Oh, a song, please, if the Mock Turtle would be so kind,'
Alice replied, so eagerly that the Gryphon said, in a rather
offended tone, `Hm!","oh, a song, please, if the mock turtle would be so kind,' alice replied, so eagerly that the gryphon said, in a rather offended tone, 'hm!",139,0.7597,0.75,-0.9805651307106018
1351,No accounting for tastes!,no accounting for tastes!,25,-0.3595,0.0,-0.9995948672294617
1352,"Sing her
""Turtle Soup,"" will you, old fellow?'","sing her ""turtle soup,"" will you, old fellow?",46,0.0,0.1,-0.5014429688453674
1353,"The Mock Turtle sighed deeply, and began, in a voice sometimes
choked with sobs, to sing this:--


    `Beautiful Soup, so rich and green,
    Waiting in a hot tureen!","the mock turtle sighed deeply, and began, in a voice sometimes choked with sobs, to sing this:-- 'beautiful soup, so rich and green, waiting in a hot tureen!",167,0.1053,0.2675,0.9952353239059448
1354,Who for such dainties would not stoop?,who for such dainties would not stoop?,38,0.0,0.0,-0.8692560791969299
1355,"Soup of the evening, beautiful Soup!","soup of the evening, beautiful soup!",36,0.636,1.0,0.9996678233146667
1356,"Soup of the evening, beautiful Soup!","soup of the evening, beautiful soup!",36,0.636,1.0,0.9996678233146667
1357,Beau--ootiful Soo--oop!,beau--ootiful soo--oop!,23,0.0,0.0,-0.883922278881073
1358,Beau--ootiful Soo--oop!,beau--ootiful soo--oop!,23,0.0,0.0,-0.883922278881073
1359,"Soo--oop of the e--e--evening,
        Beautiful, beautiful Soup!","soo--oop of the e--e--evening, beautiful, beautiful soup!",65,0.8439,0.925,0.9990541934967041
1360,`Beautiful Soup!,beautiful soup!,16,0.636,1.0,0.9998252987861633
1361,"Who cares for fish,
    Game, or any other dish?","who cares for fish, game, or any other dish?",48,0.4588,-0.2625,-0.9987367987632751
1362,"Who would not give all else for two
    Pennyworth only of beautiful Soup?",who would not give all else for two pennyworth only of beautiful soup?,74,0.5994,0.425,-0.9911265969276428
1363,Pennyworth only of beautiful Soup?,pennyworth only of beautiful soup?,34,0.5994,0.425,-0.7889385223388672
1364,Beau--ootiful Soo--oop!,beau--ootiful soo--oop!,23,0.0,0.0,-0.883922278881073
1365,Beau--ootiful Soo--oop!,beau--ootiful soo--oop!,23,0.0,0.0,-0.883922278881073
1366,"Soo--oop of the e--e--evening,
        Beautiful, beauti--FUL SOUP!'","soo--oop of the e--e--evening, beautiful, beauti--ful soup!",68,0.636,1.0,0.9969142079353333
1367,`Chorus again!','chorus again!',15,0.0,0.0,0.998982310295105
1368,"cried the Gryphon, and the Mock Turtle had
just begun to repeat it, when a cry of `The trial's beginning!'","cried the gryphon, and the mock turtle had just begun to repeat it, when a cry of 'the trial's beginning!",106,-0.8313,0.0,-0.9840086698532104
1369,was heard in the distance.,was heard in the distance.,26,0.0,0.0,0.9409639239311218
1370,`Come on!','come on!',10,0.0,0.0,0.998195469379425
1371,"cried the Gryphon, and, taking Alice by the hand,
it hurried off, without waiting for the end of the song.","cried the gryphon, and, taking alice by the hand, it hurried off, without waiting for the end of the song.",106,0.1531,0.0,0.9816664457321167
1372,`What trial is it?','what trial is it?',19,0.0,0.0,-0.9889775514602661
1373,"Alice panted as she ran; but the Gryphon
only answered `Come on!'",alice panted as she ran; but the gryphon only answered 'come on!',65,0.0,0.0,-0.9937002062797546
1374,"and ran the faster, while more and more
faintly came, carried on the breeze that followed them, the
melancholy words:--

    `Soo--oop of the e--e--evening,
        Beautiful, beautiful Soup!'","and ran the faster, while more and more faintly came, carried on the breeze that followed them, the melancholy words:-- 'soo--oop of the e--e--evening, beautiful, beautiful soup!'",192,0.7345,0.47000000000000003,0.9978107810020447
1375,"CHAPTER XI

                      Who Stole the Tarts?",chapter xi who stole the tarts?,54,0.0,0.0,-0.9892082810401917
1376,"The King and Queen of Hearts were seated on their throne when
they arrived, with a great crowd assembled about them--all sorts
of little birds and beasts, as well as the whole pack of cards:
the Knave was standing before them, in chains, with a soldier on
each side to guard him; and near the King was the White Rabbit,
with a trumpet in one hand, and a scroll of parchment in the
other.","the king and queen of hearts were seated on their throne when they arrived, with a great crowd assembled about them--all sorts of little birds and beasts, as well as the whole pack of cards: the knave was standing before them, in chains, with a soldier on each side to guard him; and near the king was the white rabbit, with a trumpet in one hand, and a scroll of parchment in the other.",387,0.9287,0.13125,0.997640073299408
1377,"In the very middle of the court was a table, with a large
dish of tarts upon it:  they looked so good, that it made Alice
quite hungry to look at them--`I wish they'd get the trial done,'
she thought, `and hand round the refreshments!'","in the very middle of the court was a table, with a large dish of tarts upon it: they looked so good, that it made alice quite hungry to look at them--'i wish they would get the trial done,' she thought, 'and hand round the refreshments!'",235,0.873,0.16607142857142856,0.9993932843208313
1378,"But there seemed
to be no chance of this, so she began looking at everything about
her, to pass away the time.","but there seemed to be no chance of this, so she began looking at everything about her, to pass away the time.",110,-0.2755,0.0,-0.9992716908454895
1379,"Alice had never been in a court of justice before, but she had
read about them in books, and she was quite pleased to find that
she knew the name of nearly everything there.","alice had never been in a court of justice before, but she had read about them in books, and she was quite pleased to find that she knew the name of nearly everything there.",173,0.7572,0.3,0.9996703863143921
1380,"`That's the
judge,' she said to herself, `because of his great wig.'","'that is the judge,' she said to herself, 'because of his great wig.'",68,0.6249,0.8,0.9797520637512207
1381,"The judge, by the way, was the King; and as he wore his crown
over the wig, (look at the frontispiece if you want to see how he
did it,) he did not look at all comfortable, and it was certainly
not becoming.","the judge, by the way, was the king; and as he wore his crown over the wig, (look at the frontispiece if you want to see how he did it,) he did not look at all comfortable, and it was certainly not becoming.",207,0.7184,0.08750000000000001,-0.9991192817687988
1382,"`And that's the jury-box,' thought Alice, `and those twelve
creatures,' (she was obliged to say `creatures,' you see, because
some of them were animals, and some were birds,) `I suppose they
are the jurors.'","'and that is the jury-box,' thought alice, 'and those twelve creatures,' (she was obliged to say 'creatures,' you see, because some of them were animals, and some were birds,) 'i suppose they are the jurors.'",207,0.0,0.0,-0.9228508472442627
1383,"She said this last word two or three times over
to herself, being rather proud of it:  for she thought, and
rightly too, that very few little girls of her age knew the
meaning of it at all.","she said this last word two or three times over to herself, being rather proud of it: for she thought, and rightly too, that very few little girls of her age knew the meaning of it at all.",189,0.4767,0.12764285714285717,0.9995929002761841
1384,"However, `jury-men' would have done just
as well.","however, 'jury-men' would have done just as well.",49,0.2732,0.0,-0.9874233603477478
1385,The twelve jurors were all writing very busily on slates.,the twelve jurors were all writing very busily on slates.,57,0.0,0.13,-0.9984999299049377
1386,`What are they doing?','what are they doing?',22,0.0,0.0,-0.9938309192657471
1387,Alice whispered to the Gryphon.,alice whispered to the gryphon.,31,0.0,0.0,0.9962944388389587
1388,"`They
can't have anything to put down yet, before the trial's begun.'","they cannot have anything to put down yet, before the trial's begun.",69,0.0,-0.15555555555555559,-0.992842972278595
1389,"`They're putting down their names,' the Gryphon whispered in
reply, `for fear they should forget them before the end of the
trial.'","'they are putting down their names,' the gryphon whispered in reply, 'for fear they should forget them before the end of the trial.'",131,-0.6249,-0.15555555555555559,-0.9952213168144226
1390,`Stupid things!','stupid things!',16,-0.5707,-0.9999999999999999,-0.9997478127479553
1391,"Alice began in a loud, indignant voice, but
she stopped hastily, for the White Rabbit cried out, `Silence in
the court!'","alice began in a loud, indignant voice, but she stopped hastily, for the white rabbit cried out, 'silence in the court!'",120,-0.722,0.05,-0.9948982000350952
1392,"and the King put on his spectacles and looked
anxiously round, to make out who was talking.","and the king put on his spectacles and looked anxiously round, to make out who was talking.",91,-0.2263,-0.2,-0.9557629823684692
1393,"Alice could see, as well as if she were looking over their
shoulders, that all the jurors were writing down `stupid things!'","alice could see, as well as if she were looking over their shoulders, that all the jurors were writing down 'stupid things!'",124,-0.3802,-0.5777777777777777,-0.9995357394218445
1394,"on their slates, and she could even make out that one of them
didn't know how to spell `stupid,' and that he had to ask his
neighbour to tell him.","on their slates, and she could even make out that one of them did not know how to spell 'stupid,' and that he had to ask his neighbour to tell him.",146,-0.5267,-0.7999999999999999,-0.9994493722915649
1395,"`A nice muddle their slates'll be in
before the trial's over!'",'a nice muddle their slates'll be in before the trial's over!',62,0.4753,0.75,-0.973839282989502
1396,thought Alice.,thought alice.,14,0.0,0.0,0.9981398582458496
1397,One of the jurors had a pencil that squeaked.,one of the jurors had a pencil that squeaked.,45,0.0,0.0,-0.9850339293479919
1398,"This of course,
Alice could not stand, and she went round the court and got
behind him, and very soon found an opportunity of taking it
away.","this of course, alice could not stand, and she went round the court and got behind him, and very soon found an opportunity of taking it away.",141,0.4215,-0.13333333333333336,0.9965744614601135
1399,"She did it so quickly that the poor little juror (it was
Bill, the Lizard) could not make out at all what had become of
it; so, after hunting all about for it, he was obliged to write
with one finger for the rest of the day; and this was of very
little use, as it left no mark on the slate.","she did it so quickly that the poor little juror (it was bill, the lizard) could not make out at all what had become of it; so, after hunting all about for it, he was obliged to write with one finger for the rest of the day; and this was of very little use, as it left no mark on the slate.",290,-0.6486,-0.09958333333333334,-0.999627947807312
1400,"`Herald, read the accusation!'","'herald, read the accusation!'",30,-0.3164,0.0,-0.887147068977356
1401,said the King.,said the king.,14,0.0,0.0,0.9979780316352844
1402,"On this the White Rabbit blew three blasts on the trumpet, and
then unrolled the parchment scroll, and read as follows:--

    `The Queen of Hearts, she made some tarts,
          All on a summer day:
      The Knave of Hearts, he stole those tarts,
          And took them quite away!'","on this the white rabbit blew three blasts on the trumpet, and then unrolled the parchment scroll, and read as follows:-- 'the queen of hearts, she made some tarts, all on a summer day: the knave of hearts, he stole those tarts, and took them quite away!'",286,0.8718,0.0,-0.9515119791030884
1403,"`Consider your verdict,' the King said to the jury.","'consider your verdict,' the king said to the jury.",51,0.1531,0.0,0.9878413081169128
1404,"`Not yet, not yet!'","'not yet, not yet!'",19,0.0,0.0,-0.9942650198936462
1405,the Rabbit hastily interrupted.,the rabbit hastily interrupted.,31,-0.296,0.0,-0.9993453025817871
1406,"`There's
a great deal to come before that!'",'there is a great deal to come before that!',43,0.6588,1.0,0.983659565448761
1407,"`Call the first witness,' said the King; and the White Rabbit
blew three blasts on the trumpet, and called out, `First
witness!'","'call the first witness,' said the king; and the white rabbit blew three blasts on the trumpet, and called out, 'first witness!'",128,0.0,0.1875,0.5844085812568665
1408,The first witness was the Hatter.,the first witness was the hatter.,33,0.0,0.25,0.9835730791091919
1409,"He came in with a teacup in
one hand and a piece of bread-and-butter in the other.",he came in with a teacup in one hand and a piece of bread-and-butter in the other.,82,0.4939,-0.125,-0.9776387214660645
1410,"`I beg
pardon, your Majesty,' he began, `for bringing these in:  but I
hadn't quite finished my tea when I was sent for.'","'i beg pardon, your majesty,' he began, 'for bringing these in: but i had not quite finished my tea when i was sent for.'",121,0.1655,0.0,-0.9986082911491394
1411,"`You ought to have finished,' said the King.","'you ought to have finished,' said the king.",44,0.0,0.0,-0.9960788488388062
1412,"`When did you
begin?'",'when did you begin?',21,0.0,0.0,-0.9923139810562134
1413,"The Hatter looked at the March Hare, who had followed him into
the court, arm-in-arm with the Dormouse.","the hatter looked at the march hare, who had followed him into the court, arm-in-arm with the dormouse.",103,0.0,0.0,0.9863963723182678
1414,"`Fourteenth of March, I
think it was,' he said.","'fourteenth of march, i think it was,' he said.",47,0.0,0.0,0.9753829836845398
1415,"`Fifteenth,' said the March Hare.","'fifteenth,' said the march hare.",33,0.0,0.0,0.9351864457130432
1416,"`Sixteenth,' added the Dormouse.","'sixteenth,' added the dormouse.",32,0.0,0.0,0.7289903163909912
1417,"`Write that down,' the King said to the jury, and the jury
eagerly wrote down all three dates on their slates, and then
added them up, and reduced the answer to shillings and pence.","'write that down,' the king said to the jury, and the jury eagerly wrote down all three dates on their slates, and then added them up, and reduced the answer to shillings and pence.",181,0.3818,-0.15555555555555559,-0.9817012548446655
1418,"`Take off your hat,' the King said to the Hatter.","'take off your hat,' the king said to the hatter.",49,0.0,0.0,0.8657141923904419
1419,"`It isn't mine,' said the Hatter.","'it is not mine,' said the hatter.",33,0.0,0.0,-0.9993640780448914
1420,`Stolen!','stolen!',9,-0.5411,0.0,-0.9899289011955261
1421,"the King exclaimed, turning to the jury, who
instantly made a memorandum of the fact.","the king exclaimed, turning to the jury, who instantly made a memorandum of the fact.",85,0.0,0.0,0.9976317882537842
1422,"`I keep them to sell,' the Hatter added as an explanation;
`I've none of my own.","i keep them to sell,' the hatter added as an explanation; 'i have none of my own.",80,0.0,0.6,-0.9990979433059692
1423,I'm a hatter.',i am a hatter.,14,0.0,0.0,0.9992634057998657
1424,"Here the Queen put on her spectacles, and began staring at the
Hatter, who turned pale and fidgeted.","here the queen put on her spectacles, and began staring at the hatter, who turned pale and fidgeted.",100,0.0,-0.21,-0.9917433857917786
1425,"`Give your evidence,' said the King; `and don't be nervous, or
I'll have you executed on the spot.'","'give your evidence,' said the king; 'and do not be nervous, or i will have you executed on the spot.'",99,0.2057,0.0,0.9949311017990112
1426,"This did not seem to encourage the witness at all:  he kept
shifting from one foot to the other, looking uneasily at the
Queen, and in his confusion he bit a large piece out of his
teacup instead of the bread-and-butter.","this did not seem to encourage the witness at all: he kept shifting from one foot to the other, looking uneasily at the queen, and in his confusion he bit a large piece out of his teacup instead of the bread-and-butter.",220,-0.7432,0.04464285714285714,-0.9996031522750854
1427,"Just at this moment Alice felt a very curious sensation, which
puzzled her a good deal until she made out what it was:  she was
beginning to grow larger again, and she thought at first she
would get up and leave the court; but on second thoughts she
decided to remain where she was as long as there was room for
her.","just at this moment alice felt a very curious sensation, which puzzled her a good deal until she made out what it was: she was beginning to grow larger again, and she thought at first she would get up and leave the court; but on second thoughts she decided to remain where she was as long as there was room for her.",316,0.3174,0.12833333333333333,0.9838165044784546
1428,`I wish you wouldn't squeeze so.','i wish you would not squeeze so.',33,0.4019,0.0,-0.9917144179344177
1429,"said the Dormouse, who was
sitting next to her.","said the dormouse, who was sitting next to her.",47,0.0,0.0,0.970607578754425
1430,`I can hardly breathe.','i can hardly breathe.',23,0.0,-0.2916666666666667,-0.9977660775184631
1431,"`I can't help it,' said Alice very meekly:  `I'm growing.'","'i cannot help it,' said alice very meekly: 'i am growing.'",58,-0.1426,0.2,0.9974323511123657
1432,"`You've no right to grow here,' said the Dormouse.","'you have no right to grow here,' said the dormouse.",50,-0.296,-0.14285714285714285,-0.9992632865905762
1433,"`Don't talk nonsense,' said Alice more boldly:  `you know
you're growing too.'","'do not talk nonsense,' said alice more boldly: 'you know you are growing too.'",78,0.6957,0.41666666666666663,0.9993160963058472
1434,"`Yes, but I grow at a reasonable pace,' said the Dormouse:
`not in that ridiculous fashion.'","'yes, but i grow at a reasonable pace,' said the dormouse: 'not in that ridiculous fashion.'",92,0.5446,-0.06666666666666665,0.960440993309021
1435,"And he got up very sulkily
and crossed over to the other side of the court.",and he got up very sulkily and crossed over to the other side of the court.,75,0.0,0.037500000000000006,0.9009724259376526
1436,"All this time the Queen had never left off staring at the
Hatter, and, just as the Dormouse crossed the court, she said to
one of the officers of the court, `Bring me the list of the
singers in the last concert!'","all this time the queen had never left off staring at the hatter, and, just as the dormouse crossed the court, she said to one of the officers of the court, 'bring me the list of the singers in the last concert!'",212,0.0,0.0,0.9983483552932739
1437,"on which the wretched Hatter
trembled so, that he shook both his shoes off.","on which the wretched hatter trembled so, that he shook both his shoes off.",75,-0.3612,0.0,-0.9978511929512024
1438,"`Give your evidence,' the King repeated angrily, `or I'll have
you executed, whether you're nervous or not.'","'give your evidence,' the king repeated angrily, 'or i will have you executed, whether you are nervous or not.'",108,-0.5994,-0.5,-0.9979076981544495
1439,"`I'm a poor man, your Majesty,' the Hatter began, in a
trembling voice, `--and I hadn't begun my tea--not above a week
or so--and what with the bread-and-butter getting so thin--and
the twinkling of the tea--'

  `The twinkling of the what?'","'i am a poor man, your majesty,' the hatter began, in a trembling voice, '--and i had not begun my tea--not above a week or so--and what with the bread-and-butter getting so thin--and the twinkling of the tea--' 'the twinkling of the what?'",241,-0.6808,-0.2,-0.9956676363945007
1440,said the King.,said the king.,14,0.0,0.0,0.9979780316352844
1441,"`It began with the tea,' the Hatter replied.","'it began with the tea,' the hatter replied.",44,0.0,0.0,0.9821634888648987
1442,`Of course twinkling begins with a T!','of course twinkling begins with a t!',38,0.0,0.0,0.9986020922660828
1443,said the King sharply.,said the king sharply.,22,0.0,-0.125,0.981718122959137
1444,`Do you take me for a dunce?,do you take me for a dunce?,28,0.0,0.0,-0.7170869708061218
1445,Go on!',go on!,7,0.0,0.0,0.999671995639801
